,n_voters,acc_gold,std_gold,acc_heuristic,std_heuristic
85,86,0.6875,0.0,0.6500000000000001,1.1102230246251565e-16
86,87,0.6743362831858406,1.1102230246251565e-16,0.631858407079646,0.0
87,88,0.6842105263157895,0.0,0.6385964912280702,0.0
88,89,0.6730434782608696,1.1102230246251565e-16,0.6382608695652173,1.1102230246251565e-16
89,90,0.6844827586206896,0.0,0.6482758620689655,0.0
90,91,0.6854700854700855,0.0,0.6427350427350429,1.1102230246251565e-16
91,92,0.676271186440678,0.0,0.6457627118644068,0.0
92,93,0.692436974789916,0.0,0.6487394957983195,1.1102230246251565e-16
93,94,0.6816666666666666,0.0,0.6433333333333333,0.0
94,95,0.6677685950413224,0.0,0.6528925619834711,0.0
95,96,0.6803278688524589,1.1102230246251565e-16,0.6524590163934426,0.0
96,97,0.6845528455284553,0.0,0.6520325203252033,1.1102230246251565e-16
97,98,0.6951612903225807,0.0,0.6564516129032258,0.0
98,99,0.7024,0.0,0.6512,0.0
99,100,0.6904761904761905,0.0,0.6555555555555557,1.1102230246251565e-16
100,101,0.6866141732283466,1.1102230246251565e-16,0.6503937007874016,0.0
101,102,0.6796875,0.0,0.6546874999999999,1.1102230246251565e-16
102,103,0.6713178294573643,0.0,0.648062015503876,0.0
103,104,0.6753846153846154,0.0,0.6476923076923076,1.1102230246251565e-16
104,105,0.6809160305343511,0.0,0.6534351145038169,1.1102230246251565e-16
105,106,0.6651515151515152,0.0,0.656060606060606,0.0
106,107,0.681203007518797,0.0,0.6571428571428573,1.1102230246251565e-16
107,108,0.6805970149253733,1.1102230246251565e-16,0.6567164179104478,0.0
108,109,0.674074074074074,0.0,0.6592592592592592,0.0
109,110,0.6735294117647059,0.0,0.6573529411764706,0.0
110,111,0.6832116788321168,0.0,0.656934306569343,0.0
111,112,0.682608695652174,1.1102230246251565e-16,0.6565217391304348,0.0
112,113,0.6906474820143885,0.0,0.6532374100719425,0.0
113,114,0.6771428571428572,0.0,0.6500000000000001,1.1102230246251565e-16
114,115,0.6936170212765959,1.1102230246251565e-16,0.6553191489361703,1.1102230246251565e-16
115,116,0.7014084507042252,1.1102230246251565e-16,0.6577464788732394,0.0
116,117,0.6671328671328671,0.0,0.6545454545454545,0.0
117,118,0.6680555555555554,1.1102230246251565e-16,0.6527777777777778,0.0
118,119,0.6937931034482758,0.0,0.6565517241379311,0.0
119,120,0.6958904109589042,1.1102230246251565e-16,0.6602739726027397,0.0
120,121,0.689795918367347,0.0,0.6598639455782312,0.0
121,122,0.6851351351351351,0.0,0.6554054054054054,0.0
122,123,0.6939597315436241,0.0,0.6523489932885906,0.0
123,124,0.6799999999999999,1.1102230246251565e-16,0.652,0.0
124,125,0.6807947019867548,1.1102230246251565e-16,0.6503311258278146,0.0
125,126,0.6789473684210526,0.0,0.6513157894736842,0.0
126,127,0.6993464052287581,0.0,0.6431372549019609,1.1102230246251565e-16
