,n_rows,acc_gold,std_gold,acc_heuristic,std_heuristic,acc_freedman,std_freedman
50,550,0.8727272727272727,0.02073046227452979,0.8618181818181817,0.017627926754241206,0.8854545454545455,0.012331509060227754
51,560,0.8803571428571428,0.009105391988558541,0.8446428571428571,0.01450721143684991,0.8821428571428571,0.00874817765279706
52,570,0.870175438596491,0.05126890946035951,0.8596491228070177,0.023537557657892515,0.8842105263157896,0.027960311316682862
53,580,0.8844827586206897,0.02474603464552989,0.8706896551724139,0.029862944958084083,0.8862068965517242,0.029055688873021946
54,590,0.8864406779661017,0.012683584361945574,0.8474576271186441,0.021439170577412736,0.8813559322033898,0.005359792644353171
55,600,0.8766666666666667,0.02758824226207808,0.8516666666666668,0.024381231397213016,0.8816666666666666,0.03308238873546534
56,610,0.8819672131147541,0.03303187160591785,0.8573770491803279,0.027723827090635665,0.881967213114754,0.02464474816126709
57,620,0.8725806451612904,0.029032258064516103,0.8564516129032258,0.035483870967741936,0.8806451612903226,0.017960530202677474
58,630,0.8730158730158731,0.01809802262062125,0.8555555555555555,0.02032737853153286,0.8793650793650795,0.011664236870396087
59,640,0.875,0.01638763825265862,0.8546875,0.02242609389751144,0.88125,0.00765465544619743
60,650,0.876923076923077,0.025743385431817697,0.8584615384615384,0.041166425108491236,0.8830769230769231,0.027692307692307676
61,660,0.8712121212121213,0.030679479895934197,0.8363636363636363,0.033744026441394084,0.884848484848485,0.01468993896186765
62,670,0.8761194029850745,0.017405826551777033,0.8477611940298507,0.02479589212811366,0.8865671641791046,0.012839291443347242
63,680,0.8794117647058824,0.018367641171759992,0.8367647058823529,0.023437319780160643,0.8867647058823529,0.01650731200047326
64,690,0.8782608695652174,0.019117255011989714,0.8710144927536231,0.02802765160262856,0.8884057971014492,0.022264190573532187
65,700,0.8685714285714287,0.02695423180587602,0.8571428571428571,0.03725258517258658,0.8885714285714286,0.029485382057928992
66,710,0.8859154929577464,0.022447010493674986,0.8577464788732396,0.03815835826519454,0.8887323943661972,0.023314007545418108
67,720,0.8777777777777777,0.012880025688188475,0.851388888888889,0.020412414523193156,0.8902777777777778,0.013465777381712027
68,730,0.8808219178082192,0.019661233006037438,0.863013698630137,0.034383288761674326,0.8904109589041095,0.020775001216579592
69,740,0.8783783783783784,0.028022218045037475,0.8689189189189189,0.03715601914829058,0.8905405405405405,0.02542552394895509
70,750,0.876,0.025508168626278662,0.8693333333333333,0.014966629547095751,0.8893333333333333,0.01768866554856212
71,760,0.8723684210526315,0.03446263382554947,0.8578947368421053,0.03017722352942032,0.8881578947368421,0.02631578947368423
72,770,0.8779220779220779,0.03346519149798732,0.8558441558441559,0.04743372043571344,0.8857142857142858,0.020369333949815768
73,780,0.876923076923077,0.023430342157047535,0.8423076923076923,0.02826334318595973,0.885897435897436,0.018754793382471515
74,790,0.8721518987341772,0.020953095388920064,0.8582278481012657,0.025505622379253006,0.8822784810126582,0.011035187198837159
75,800,0.8699999999999999,0.03799671038392665,0.8474999999999999,0.04081206929328627,0.8825,0.03840572873934303
76,810,0.8790123456790123,0.013857990321384978,0.8296296296296296,0.02858231334022278,0.882716049382716,0.014607604402715118
77,820,0.8792682926829268,0.030706532468327274,0.8463414634146341,0.029722091724277897,0.8817073170731706,0.019127301391900164
78,830,0.8783132530120483,0.03500202179839505,0.8301204819277108,0.022346068663845052,0.8807228915662652,0.029363994233623958
79,840,0.8797619047619047,0.02142857142857145,0.8345238095238094,0.01781741612749498,0.880952380952381,0.013041013273932532
80,850,0.8752941176470589,0.020512465616662,0.8247058823529411,0.03783043574309065,0.8800000000000001,0.020913398628977852
81,860,0.8790697674418604,0.02187777642119394,0.8395348837209301,0.019664575029404364,0.8802325581395347,0.014523251159066069
82,870,0.8724137931034484,0.020040914682945644,0.8367816091954022,0.023160277792655032,0.8770114942528735,0.01524884961082943
83,880,0.8761363636363637,0.021680436395839657,0.8306818181818182,0.02339915941133411,0.8772727272727273,0.013730734060902939
84,890,0.8741573033707866,0.01357645615010624,0.8191011235955056,0.015649874468746203,0.8764044943820224,0.012308372078767756
85,900,0.8722222222222221,0.011653431646334976,0.821111111111111,0.017356110390903692,0.8755555555555556,0.009026709338484368
86,910,0.8747252747252748,0.034119065266505544,0.8395604395604396,0.04218978861637908,0.876923076923077,0.03621375176545951
87,920,0.8739130434782609,0.016268075594669303,0.8391304347826086,0.0318016061702778,0.8771739130434784,0.015600760972181873
