,n_rows,acc_gold,std_gold,acc_heuristic,std_heuristic
171,8700,0.6919540229885058,0.009954314986028032,0.6694252873563219,0.010530893720502409
172,8800,0.6967045454545454,0.009598069278990337,0.6668181818181818,0.010375192918648498
173,8900,0.698876404494382,0.012096276662774599,0.6684269662921347,0.00996395473141363
174,9000,0.6911111111111111,0.003220305943597674,0.6685555555555556,0.005948337250810764
175,9100,0.6968131868131868,0.0058086045214956255,0.6684615384615384,0.005445939205874259
176,9200,0.6920652173913043,0.006268639502302706,0.6684782608695652,0.007102743153349796
177,9300,0.6986021505376343,0.006348640610376575,0.6676344086021506,0.0030489133072597284
178,9400,0.6923404255319149,0.008064082407764787,0.6667021276595745,0.008230770695270083
179,9500,0.6932631578947369,0.006141453535079928,0.6691578947368421,0.009252386081408723
180,9600,0.700625,0.01341042168323662,0.6665625,0.013430634551071845
181,9700,0.6987628865979382,0.007198800103132417,0.669381443298969,0.004245620676695703
182,9800,0.6998979591836736,0.009315382074307921,0.6685714285714285,0.013855023732647864
183,9900,0.6990909090909091,0.006080774522542385,0.6697979797979798,0.014034225804410813
